what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393697970113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393697970129
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393697970129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393697970144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393697973795
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393697976041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393697982500
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393697983904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393697990565
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393697991579
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698003856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393698007054
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698008099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393698008630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698013154
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698022108
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698022108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393698022779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698023528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698024526
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1393698024526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698024526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698024542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698025681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698028255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698036757
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698037318
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698037334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698037350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698039534
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393698042997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698044448
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1393698046460
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1393698046460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698047053
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1393698047053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1393698047053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698047068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698049299
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698049876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698053995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698054198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698054369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393698057567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698061982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698067583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698069813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698071046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698079875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698080858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698088206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698094508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698102090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698106162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698201861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698202252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698216990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698224075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698232998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698233544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698239316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698240782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698302024
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698303681
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698303681
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393698304986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698306060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698307008
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1393698307011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1393698307011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698307017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698308445
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698313097
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393698313805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698318319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698338509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698338798
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698338835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698338844
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698338851
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698338893
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698338904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698338921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698342467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698349194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698360257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698410884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698411699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698453101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698457260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698458646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698466509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698468382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698470270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698471893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698473070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698476995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698478950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698479397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698482102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698483981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698487456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698487692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698488162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698488442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698488720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393698489552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698490317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698491494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698492079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698502119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698511007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698518775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698575533
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698578073
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698583248
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1393698589492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698591354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698595257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698596794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698597473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698599955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698600794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698710359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698712501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698713070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698715629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698721191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698732193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698732558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698734054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698736653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698742120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698751224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698754063
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1393698756611
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698756654
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698756667
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698759768
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1393698759768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698760721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698762967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698765208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698765615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698766496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393698773992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698778008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393698779058
