what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1396551956679
ws,sysinfo,,,"win32",1396551956679
locale,sysinfo,,,"en_CA",1396551956679
processors,sysinfo,,,"8",1396551956679
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1396551956679
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1396551956679
java.specification.name,sysinfo,,,"Java Platform API Specification",1396551956679
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1396551956679
java.specification.version,sysinfo,,,"1.6",1396551956679
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1396551956679
java.version,sysinfo,,,"1.6.0_23",1396551956679
java.vm.info,sysinfo,,,"mixed mode",1396551956679
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1396551956679
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1396551956679
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1396551956679
java.vm.specification.version,sysinfo,,,"1.0",1396551956679
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1396551956679
java.vm.version,sysinfo,,,"19.0-b09",1396551956679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1396551959268
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1396551959409
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1396551959440
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1396551960875
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1396551960891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551962279
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1396551962326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396551963543
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1396551964026
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1396551964026
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1396551965461
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1396551965836
